
@RELATION training_tutorial1

   @ATTRIBUTE TICK NUMERIC
   @ATTRIBUTE width NUMERIC
   @ATTRIBUTE height NUMERIC
   @ATTRIBUTE pacman_position_x NUMERIC
   @ATTRIBUTE pacman_position_y NUMERIC
   @ATTRIBUTE legal_actions_N {True,False}
   @ATTRIBUTE legal_actions_S {True,False}
   @ATTRIBUTE legal_actions_E {True,False}   
   @ATTRIBUTE legal_actions_W {True,False}   
   @ATTRIBUTE direction {North,South,West,East,Stop}
   @ATTRIBUTE number_ghosts NUMERIC
   @ATTRIBUTE number_living_ghosts NUMERIC
   @ATTRIBUTE mov_ver NUMERIC
   @ATTRIBUTE mov_hor NUMERIC
   @ATTRIBUTE min_distancia_norte NUMERIC
   @ATTRIBUTE min_distancia_sur NUMERIC
   @ATTRIBUTE min_distancia_oeste NUMERIC
   @ATTRIBUTE min_distancia_este NUMERIC
   @ATTRIBUTE num_ghost_N NUMERIC
   @ATTRIBUTE num_ghost_S NUMERIC
   @ATTRIBUTE num_ghost_W NUMERIC
   @ATTRIBUTE num_ghost_E NUMERIC
   @ATTRIBUTE num_ghost_ori_N NUMERIC
   @ATTRIBUTE num_ghost_ori_S NUMERIC
   @ATTRIBUTE num_ghost_ori_W NUMERIC
   @ATTRIBUTE num_ghost_ori_E NUMERIC
   @ATTRIBUTE direccion_fantasma_N {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_S {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_W {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_E {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_cercano {North,South,West,East,Stop}   
   @ATTRIBUTE distancia_fantasma_cercano NUMERIC
   @ATTRIBUTE pac_dots NUMERIC
   @ATTRIBUTE nearest_food NUMERIC
   @ATTRIBUTE SCORE NUMERIC
   @ATTRIBUTE action {North,South,West,East,Stop}
   @ATTRIBUTE NEXT_SCORE NUMERIC
   
   @data
25, 28, 29, 18, 17, False, False, True, True, West, 4, 4, -4, -1, 999999, 1, 999999, 4, 0, 2, 0, 4, 1, 0, 1, 2, None, North, None, North, East, 4, 0, -1, -24,West, -25
26, 28, 29, 17, 17, False, False, True, True, West, 4, 4, -3, -2, 999999, 2, 999999, 3, 0, 2, 0, 4, 0, 1, 2, 1, None, South, None, South, East, 3, 0, -1, -25,West, -26
27, 28, 29, 16, 17, False, False, True, True, West, 4, 4, -2, -2, 999999, 2, 999999, 2, 0, 2, 0, 4, 0, 1, 1, 2, None, South, None, South, East, 2, 0, -1, -26,West, -27
28, 28, 29, 15, 17, True, False, True, True, West, 4, 3, -1, -1, 999999, 1, 999999, 1, 0, 2, 0, 3, 1, 0, 1, 1, None, North, None, North, North, 2, 0, -1, 173,West, 172
29, 28, 29, 14, 17, False, True, True, True, West, 4, 3, 0, -2, 999999, 2, 999999, 2, 0, 2, 0, 2, 0, 1, 2, 0, None, South, None, West, South, 2, 0, -1, 172,South, 171
30, 28, 29, 14, 16, True, True, False, True, South, 4, 3, 1, -1, 1, 1, 1, 2, 1, 2, 1, 2, 0, 0, 2, 1, West, East, East, West, East, 2, 0, -1, 171,South, 170
31, 28, 29, 14, 15, True, False, True, True, South, 4, 2, -2, 0, 2, 999999, 999999, 2, 1, 0, 0, 2, 0, 0, 2, 0, West, None, None, West, West, 2, 0, -1, 370,West, 369
32, 28, 29, 13, 15, True, False, True, True, West, 4, 2, -2, 0, 2, 999999, 999999, 2, 1, 0, 0, 2, 0, 0, 2, 0, West, None, None, West, West, 2, 0, -1, 369,West, 368
33, 28, 29, 12, 15, False, False, True, True, West, 4, 2, -1, 0, 2, 999999, 999999, 1, 1, 0, 0, 2, 0, 0, 1, 0, West, None, None, Stop, Stop, 1, 0, -1, 368,West, 567
34, 28, 29, 11, 15, False, False, True, True, West, 4, 1, -2, 2, 2, 999999, 999999, 2, 1, 0, 0, 1, 0, 0, 1, 0, West, None, None, West, West, 4, 0, -1, 567,East, 566
35, 28, 29, 12, 15, False, False, True, True, East, 4, 1, -3, 2, 2, 999999, 999999, 3, 1, 0, 0, 1, 0, 0, 1, 0, West, None, None, West, West, 5, 0, -1, 566,East, 565
36, 28, 29, 13, 15, True, False, True, True, East, 4, 1, -3, 2, 2, 999999, 999999, 3, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, East, 5, 0, -1, 565,North, 564
37, 28, 29, 13, 16, True, True, True, False, North, 4, 1, -4, 1, 1, 999999, 999999, 4, 1, 0, 0, 1, 0, 0, 1, 0, West, None, None, West, West, 5, 0, -1, 564,North, 563
38, 28, 29, 13, 17, False, True, True, True, North, 4, 1, -3, 0, 999999, 999999, 999999, 3, 0, 0, 0, 1, 0, 0, 0, 1, None, None, None, East, East, 3, 0, -1, 563,West, 562
39, 28, 29, 12, 17, True, False, True, True, West, 4, 1, -3, 0, 999999, 999999, 999999, 3, 0, 0, 0, 1, 0, 0, 1, 0, None, None, None, West, West, 3, 0, -1, 562,West, 561
40, 28, 29, 11, 17, False, False, True, True, West, 4, 1, -2, 0, 999999, 999999, 999999, 2, 0, 0, 0, 1, 0, 0, 1, 0, None, None, None, West, West, 2, 0, -1, 561,West, 560
1, 20, 13, 1, 11, False, True, True, False, Stop, 4, 4, 5, -6, 999999, 2, 5, 999999, 0, 3, 4, 0, 0, 0, 0, 0, None, Stop, Stop, None, Stop, 7, 2, 14, 0,South, -1
2, 20, 13, 1, 10, True, True, False, False, South, 4, 4, 5, -5, 1, 5, 5, 999999, 1, 2, 4, 0, 1, 1, 0, 1, East, Stop, Stop, None, North, 5, 2, 13, -1,North, -2
3, 20, 13, 1, 11, False, True, True, False, North, 4, 4, 4, -6, 999999, 1, 4, 999999, 0, 3, 4, 0, 0, 1, 2, 0, None, West, West, None, West, 5, 2, 14, -2,East, -3
4, 20, 13, 2, 11, False, False, True, True, East, 4, 4, 3, -6, 999999, 2, 3, 999999, 0, 3, 4, 0, 1, 1, 0, 1, None, South, South, None, South, 5, 2, 13, -3,East, -4
5, 20, 13, 3, 11, False, False, True, True, East, 4, 4, 2, -7, 999999, 2, 2, 999999, 0, 3, 4, 0, 1, 2, 1, 0, None, South, South, None, South, 4, 2, 12, -4,East, -5
6, 20, 13, 4, 11, False, False, True, True, East, 4, 4, 0, -6, 999999, 2, 2, 999999, 0, 3, 3, 0, 2, 0, 2, 0, None, West, North, None, West, 2, 2, 11, -5,East, -6
7, 20, 13, 5, 11, False, True, True, True, East, 4, 4, 1, -7, 999999, 3, 1, 1, 0, 3, 3, 1, 0, 2, 1, 1, None, South, South, South, West, 2, 2, 10, -6,East, -7
8, 20, 13, 6, 11, False, True, True, True, East, 4, 4, 0, -6, 999999, 3, 1, 2, 0, 3, 2, 1, 1, 1, 0, 1, None, South, Stop, South, Stop, 1, 2, 9, -7,East, 192
9, 20, 13, 7, 11, False, False, True, True, East, 4, 3, 0, -6, 999999, 2, 8, 3, 0, 3, 1, 1, 2, 0, 0, 1, None, North, North, North, North, 5, 2, 8, 192,West, 191
10, 20, 13, 6, 11, False, True, True, True, West, 4, 3, 1, -7, 999999, 2, 1, 2, 0, 3, 2, 1, 2, 1, 0, 0, None, North, South, North, North, 4, 2, 9, 191,South, 190
11, 20, 13, 6, 10, True, True, False, True, South, 4, 3, 1, -5, 999999, 1, 1, 3, 0, 3, 2, 1, 1, 0, 2, 0, None, West, North, West, West, 4, 2, 8, 190,South, 189
12, 20, 13, 6, 9, True, True, True, True, South, 4, 3, 0, -4, 999999, 4, 8, 3, 0, 1, 1, 1, 0, 0, 3, 0, None, West, West, West, West, 3, 2, 7, 189,West, 188
13, 20, 13, 5, 9, True, True, True, True, West, 4, 3, 1, -5, 999999, 5, 1, 1, 0, 1, 2, 1, 0, 1, 0, 1, None, South, South, Stop, Stop, 1, 2, 8, 188,West, 387
14, 20, 13, 4, 9, False, True, True, True, West, 4, 2, 2, -4, 999999, 4, 2, 999999, 0, 1, 2, 0, 1, 0, 0, 1, None, North, North, None, North, 6, 2, 9, 387,South, 386
15, 20, 13, 4, 8, True, True, True, True, South, 4, 2, 1, -3, 999999, 3, 1, 999999, 0, 1, 2, 0, 0, 1, 1, 0, None, West, West, None, West, 4, 2, 8, 386,South, 385
16, 20, 13, 4, 7, True, False, True, True, South, 4, 2, 1, -3, 1, 3, 1, 999999, 1, 1, 2, 0, 0, 1, 0, 1, East, South, South, None, South, 4, 2, 7, 385,East, 384
17, 20, 13, 5, 7, True, False, True, True, East, 4, 2, -1, -3, 1, 3, 12, 1, 1, 1, 1, 1, 0, 0, 1, 1, East, West, East, West, West, 4, 2, 6, 384,East, 383
18, 20, 13, 6, 7, True, False, True, True, East, 4, 2, -1, -3, 999999, 3, 11, 1, 0, 1, 1, 1, 0, 1, 0, 1, None, East, South, East, East, 4, 2, 5, 383,East, 382
19, 20, 13, 7, 7, True, False, True, True, East, 4, 2, -2, -3, 999999, 3, 10, 2, 0, 1, 1, 1, 0, 1, 0, 1, None, East, South, East, East, 5, 2, 4, 382,East, 381
20, 20, 13, 8, 7, True, True, True, True, East, 4, 2, -3, -4, 999999, 4, 10, 3, 0, 1, 1, 1, 0, 1, 0, 1, None, South, East, South, South, 7, 2, 3, 381,South, 380
21, 20, 13, 8, 6, True, True, True, False, South, 4, 2, -3, -2, 2, 2, 10, 3, 1, 1, 1, 1, 2, 0, 0, 0, North, North, North, North, North, 5, 2, 2, 380,South, 379
22, 20, 13, 8, 5, True, True, True, True, South, 4, 2, -3, -2, 3, 2, 10, 3, 1, 1, 1, 1, 1, 1, 0, 0, North, South, North, South, South, 5, 2, 3, 379,South, 378
23, 20, 13, 8, 4, True, True, True, True, South, 4, 2, -3, 0, 5, 999999, 10, 3, 1, 0, 1, 1, 2, 0, 0, 0, North, None, North, North, North, 3, 2, 4, 378,West, 377
24, 20, 13, 7, 4, True, True, True, True, West, 4, 2, -1, 0, 5, 999999, 11, 1, 1, 0, 1, 1, 1, 0, 0, 0, North, None, North, Stop, Stop, 1, 2, 5, 377,West, 576
25, 20, 13, 6, 4, True, True, True, True, West, 4, 1, 12, 4, 4, 999999, 12, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 4, 2, 6, 576,North, 575
26, 20, 13, 6, 5, False, True, True, True, North, 4, 1, 12, 2, 2, 999999, 12, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 5, 2, 5, 575,East, 574
27, 20, 13, 7, 5, False, True, True, True, East, 4, 1, 11, 1, 1, 999999, 11, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 6, 2, 4, 574,East, 573
28, 20, 13, 8, 5, True, True, True, True, East, 4, 1, 10, 1, 1, 999999, 10, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 7, 2, 3, 573,East, 572
29, 20, 13, 9, 5, True, True, True, True, East, 4, 1, 9, 2, 2, 999999, 9, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 8, 2, 2, 572,East, 571
30, 20, 13, 10, 5, True, True, True, True, East, 4, 1, 8, 2, 2, 999999, 8, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 9, 2, 1, 571,East, 570
31, 20, 13, 11, 5, False, True, True, True, East, 4, 1, 7, 1, 1, 999999, 7, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 8, 2, 2, 570,East, 569
32, 20, 13, 12, 5, False, False, True, True, East, 4, 1, 6, 0, 999999, 999999, 6, 999999, 0, 0, 1, 0, 0, 1, 0, 0, None, None, South, None, South, 6, 2, 3, 569,East, 568
33, 20, 13, 13, 5, False, True, True, True, East, 4, 1, 5, 0, 999999, 999999, 5, 999999, 0, 0, 1, 0, 0, 1, 0, 0, None, None, South, None, South, 5, 2, 4, 568,East, 567
34, 20, 13, 14, 5, True, True, True, True, East, 4, 1, 4, 0, 999999, 999999, 4, 999999, 0, 0, 1, 0, 0, 1, 0, 0, None, None, South, None, South, 4, 2, 5, 567,East, 566
35, 20, 13, 15, 5, False, True, True, True, East, 4, 1, 3, 1, 1, 999999, 3, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 4, 2, 6, 566,East, 565
36, 20, 13, 16, 5, False, True, True, True, East, 4, 1, 2, 1, 1, 999999, 2, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 3, 2, 7, 565,East, 564
37, 20, 13, 17, 5, False, True, True, True, East, 4, 1, 1, 0, 999999, 999999, 1, 999999, 0, 0, 1, 0, 0, 0, 0, 0, None, None, Stop, None, Stop, 1, 2, 8, 564,East, 763
1, 27, 20, 1, 18, False, True, True, False, Stop, 4, 4, 4, -9, 999999, 5, 4, 999999, 0, 4, 4, 0, 0, 0, 0, 0, None, Stop, Stop, None, Stop, 13, 0, -1, 0,South, -1
2, 27, 20, 1, 17, True, True, False, False, South, 4, 4, 3, -8, 999999, 3, 3, 999999, 0, 4, 4, 0, 1, 1, 1, 0, None, North, West, None, West, 11, 0, -1, -1,South, -2
3, 27, 20, 1, 16, True, True, True, False, South, 4, 4, 3, -7, 999999, 2, 3, 999999, 0, 4, 4, 0, 1, 0, 2, 1, None, North, West, None, West, 10, 0, -1, -2,South, -3
4, 27, 20, 1, 15, True, True, True, False, South, 4, 4, 4, -6, 999999, 1, 4, 999999, 0, 4, 4, 0, 0, 1, 1, 2, None, West, East, None, East, 10, 0, -1, -3,South, -4
5, 27, 20, 1, 14, True, True, True, False, South, 4, 4, 4, -6, 999999, 6, 4, 999999, 0, 3, 4, 0, 1, 2, 0, 1, None, South, South, None, South, 10, 0, -1, -4,South, -5
6, 27, 20, 1, 13, True, True, False, False, South, 4, 4, 4, -5, 999999, 5, 4, 999999, 0, 3, 4, 0, 0, 4, 0, 0, None, South, South, None, South, 9, 0, -1, -5,South, -6
7, 27, 20, 1, 12, True, True, True, False, South, 4, 4, 3, -4, 1, 4, 3, 999999, 1, 3, 4, 0, 0, 1, 3, 0, South, West, West, None, West, 7, 0, -1, -6,South, -7
8, 27, 20, 1, 11, True, True, False, False, South, 4, 4, 3, -3, 2, 3, 3, 999999, 1, 3, 4, 0, 1, 1, 2, 0, South, West, West, None, West, 6, 0, -1, -7,South, -8
9, 27, 20, 1, 10, True, True, False, False, South, 4, 4, 4, -2, 4, 2, 4, 999999, 1, 3, 4, 0, 2, 0, 1, 1, North, East, East, None, East, 6, 0, -1, -8,South, -9
10, 27, 20, 1, 9, True, True, False, False, South, 4, 4, 5, -1, 5, 1, 5, 999999, 1, 3, 4, 0, 2, 0, 1, 1, West, East, East, None, East, 6, 0, -1, -9,South, -10
11, 27, 20, 1, 8, True, True, False, False, South, 4, 4, 4, 0, 6, 2, 4, 999999, 1, 2, 4, 0, 2, 0, 1, 1, East, North, West, None, West, 4, 0, -1, -10,South, -11
12, 27, 20, 1, 7, True, True, False, False, South, 4, 4, 4, 0, 2, 3, 4, 999999, 2, 1, 4, 0, 3, 0, 1, 0, North, West, North, None, North, 6, 0, -1, -11,South, -12
13, 27, 20, 1, 6, True, True, True, False, South, 4, 4, 4, 1, 1, 1, 4, 999999, 3, 1, 4, 0, 2, 1, 1, 0, West, North, South, None, South, 6, 0, -1, -12,East, -13
14, 27, 20, 2, 6, False, True, True, True, East, 4, 4, 3, 0, 1, 999999, 3, 999999, 3, 0, 4, 0, 2, 1, 1, 0, South, None, South, None, South, 4, 0, -1, -13,East, -14
15, 27, 20, 3, 6, True, True, True, True, East, 4, 4, 1, 1, 1, 999999, 1, 999999, 4, 0, 4, 0, 1, 0, 1, 2, West, None, West, None, West, 2, 0, -1, -14,North, -15
16, 27, 20, 3, 7, True, True, True, False, North, 4, 4, 1, 0, 1, 1, 1, 999999, 2, 1, 4, 0, 1, 1, 0, 1, East, South, Stop, None, Stop, 1, 0, -1, -15,East, 184
17, 27, 20, 4, 7, True, True, True, True, East, 4, 3, 5, 1, 1, 1, 5, 999999, 2, 1, 3, 0, 1, 0, 2, 0, West, West, West, None, West, 6, 0, -1, 184,South, 183
18, 27, 20, 4, 6, True, True, True, True, South, 4, 3, 4, 0, 2, 999999, 4, 999999, 2, 0, 3, 0, 0, 0, 2, 1, West, None, West, None, West, 6, 0, -1, 183,East, 182
19, 27, 20, 5, 6, True, True, True, True, East, 4, 3, 4, -1, 2, 1, 4, 999999, 2, 1, 3, 0, 0, 2, 0, 1, East, South, East, None, East, 6, 0, -1, 182,East, 181
20, 27, 20, 6, 6, True, False, True, True, East, 4, 3, 3, 1, 1, 1, 3, 999999, 2, 1, 3, 0, 1, 1, 1, 0, South, West, South, None, South, 4, 0, -1, 181,East, 180
21, 27, 20, 7, 6, False, False, True, True, East, 4, 3, 2, -1, 2, 1, 2, 999999, 2, 1, 3, 0, 2, 0, 1, 0, North, West, North, None, North, 4, 0, -1, 180,East, 179
22, 27, 20, 8, 6, True, True, True, True, East, 4, 3, 0, -1, 2, 1, 6, 999999, 2, 1, 2, 0, 0, 0, 2, 1, West, East, East, None, West, 2, 0, -1, 179,North, 178
23, 27, 20, 8, 7, True, True, True, False, North, 4, 3, 0, 2, 2, 3, 6, 999999, 2, 1, 2, 0, 1, 1, 0, 1, North, South, South, None, North, 2, 0, -1, 178,North, 177
24, 27, 20, 8, 8, True, True, True, False, North, 4, 3, 0, 1, 1, 4, 7, 999999, 2, 1, 2, 0, 0, 1, 0, 1, Stop, East, East, None, Stop, 1, 0, -1, 177,North, 376
25, 27, 20, 8, 9, True, True, True, False, North, 4, 2, 8, -5, 6, 5, 8, 999999, 1, 1, 2, 0, 0, 0, 0, 2, East, East, East, None, Stop, 13, 0, -1, 376,North, 375
26, 27, 20, 8, 10, True, True, True, False, North, 4, 2, 8, -7, 5, 7, 8, 999999, 1, 1, 2, 0, 0, 1, 0, 1, East, South, South, None, Stop, 14, 0, -1, 375,North, 374
27, 27, 20, 8, 11, True, True, True, False, North, 4, 2, 8, -7, 4, 7, 8, 999999, 1, 1, 2, 0, 1, 0, 0, 1, East, North, North, None, Stop, 15, 0, -1, 374,North, 373
28, 27, 20, 8, 12, True, True, True, True, North, 4, 2, 8, -8, 3, 8, 8, 999999, 1, 1, 2, 0, 1, 0, 0, 1, East, North, North, None, Stop, 16, 0, -1, 373,East, 372
29, 27, 20, 9, 12, True, True, True, True, East, 4, 2, 6, -8, 3, 8, 6, 999999, 1, 1, 2, 0, 0, 0, 1, 1, East, West, West, None, West, 14, 0, -1, 372,East, 371
30, 27, 20, 10, 12, True, True, True, True, East, 4, 2, 5, -8, 2, 8, 5, 999999, 1, 1, 2, 0, 0, 1, 1, 0, South, West, West, None, West, 13, 0, -1, 371,East, 370
31, 27, 20, 11, 12, False, True, True, True, East, 4, 2, 4, -8, 1, 8, 4, 999999, 1, 1, 2, 0, 0, 1, 1, 0, South, West, West, None, West, 12, 0, -1, 370,East, 369
32, 27, 20, 12, 12, False, False, True, True, East, 4, 2, 3, -9, 2, 9, 3, 999999, 1, 1, 2, 0, 1, 1, 0, 0, North, South, South, None, South, 12, 0, -1, 369,East, 368
33, 27, 20, 13, 12, False, True, True, True, East, 4, 2, 3, -9, 2, 9, 3, 999999, 1, 1, 2, 0, 1, 0, 0, 1, North, East, East, None, East, 12, 0, -1, 368,South, 367
34, 27, 20, 13, 11, True, True, True, False, South, 4, 2, 3, -8, 2, 8, 3, 999999, 1, 1, 2, 0, 0, 1, 0, 1, South, East, East, None, East, 11, 0, -1, 367,South, 366
35, 27, 20, 13, 10, True, True, True, False, South, 4, 2, 3, -7, 4, 7, 3, 999999, 1, 1, 2, 0, 1, 0, 0, 1, North, East, East, None, East, 10, 0, -1, 366,South, 365
36, 27, 20, 13, 9, True, True, True, False, South, 4, 2, 2, -6, 5, 6, 2, 999999, 1, 1, 2, 0, 1, 0, 1, 0, North, West, West, None, West, 8, 0, -1, 365,South, 364
37, 27, 20, 13, 8, True, True, True, False, South, 4, 2, 1, -5, 6, 5, 1, 999999, 1, 1, 2, 0, 0, 0, 2, 0, West, West, West, None, West, 6, 0, -1, 364,South, 363
38, 27, 20, 13, 7, True, True, True, False, South, 4, 2, 1, -4, 8, 4, 1, 999999, 1, 1, 2, 0, 1, 0, 1, 0, North, West, West, None, West, 5, 0, -1, 363,South, 362
39, 27, 20, 13, 6, True, True, True, False, South, 4, 2, 0, -3, 10, 3, 11, 999999, 1, 1, 1, 0, 1, 0, 1, 0, North, West, North, None, West, 3, 0, -1, 362,South, 361
40, 27, 20, 13, 5, True, True, True, False, South, 4, 2, 0, -2, 10, 2, 11, 999999, 1, 1, 1, 0, 0, 1, 1, 0, South, West, South, None, West, 2, 0, -1, 361,South, 360
41, 27, 20, 13, 4, True, True, True, False, South, 4, 2, 1, -1, 10, 1, 1, 999999, 1, 1, 2, 0, 0, 1, 0, 1, South, East, East, None, East, 2, 0, -1, 360,South, 359
42, 27, 20, 13, 3, True, False, True, False, South, 4, 2, 1, 1, 1, 999999, 1, 999999, 2, 0, 2, 0, 1, 1, 0, 0, North, None, North, None, North, 2, 0, -1, 359,North, 358
43, 27, 20, 13, 4, True, True, True, False, North, 4, 2, 1, -1, 11, 1, 1, 999999, 1, 1, 2, 0, 1, 1, 0, 0, North, South, South, None, South, 2, 0, -1, 358,South, 357
44, 27, 20, 13, 3, True, False, True, False, South, 4, 2, 1, 1, 1, 999999, 1, 999999, 2, 0, 2, 0, 1, 0, 1, 0, North, None, North, None, North, 2, 0, -1, 357,North, 356
45, 27, 20, 13, 4, True, True, True, False, North, 4, 2, 2, 0, 10, 999999, 2, 999999, 1, 0, 2, 0, 0, 1, 0, 1, South, None, East, None, East, 2, 0, -1, 356,East, 355
46, 27, 20, 14, 4, True, True, True, True, East, 4, 2, 1, 0, 10, 999999, 1, 999999, 1, 0, 2, 0, 0, 0, 0, 1, East, None, Stop, None, Stop, 1, 0, -1, 355,East, 554
47, 27, 20, 15, 4, False, True, True, True, East, 4, 1, 9, 10, 10, 999999, 9, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 13, 0, -1, 554,West, 553
48, 27, 20, 14, 4, True, True, True, True, West, 4, 1, 9, 10, 10, 999999, 9, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 12, 0, -1, 553,North, 552
49, 27, 20, 14, 5, True, True, False, True, North, 4, 1, 9, 8, 8, 999999, 9, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 13, 0, -1, 552,North, 551
50, 27, 20, 14, 6, True, True, True, True, North, 4, 1, 9, 7, 7, 999999, 9, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 14, 0, -1, 551,North, 550
51, 27, 20, 14, 7, True, True, False, True, North, 4, 1, 9, 6, 6, 999999, 9, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 15, 0, -1, 550,North, 549
52, 27, 20, 14, 8, True, True, True, True, North, 4, 1, 8, 5, 5, 999999, 8, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, West, 13, 0, -1, 549,North, 548
53, 27, 20, 14, 9, True, True, False, True, North, 4, 1, 9, 4, 4, 999999, 9, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, East, 13, 0, -1, 548,North, 547
54, 27, 20, 14, 10, True, True, True, True, North, 4, 1, 9, 4, 4, 999999, 9, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 13, 0, -1, 547,North, 546
55, 27, 20, 14, 11, True, True, True, True, North, 4, 1, 9, 3, 3, 999999, 9, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 12, 0, -1, 546,North, 545
56, 27, 20, 14, 12, True, True, True, True, North, 4, 1, 9, 3, 3, 999999, 9, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 12, 0, -1, 545,North, 544
57, 27, 20, 14, 13, True, True, False, False, North, 4, 1, 8, 2, 2, 999999, 8, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, West, 10, 0, -1, 544,North, 543
58, 27, 20, 14, 14, True, True, True, True, North, 4, 1, 9, 1, 1, 999999, 9, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, East, 10, 0, -1, 543,East, 542
59, 27, 20, 15, 14, True, False, True, True, East, 4, 1, 7, 1, 1, 999999, 7, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, West, 8, 0, -1, 542,East, 541
60, 27, 20, 16, 14, True, False, True, True, East, 4, 1, 7, 1, 1, 999999, 7, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, East, 8, 0, -1, 541,East, 540
61, 27, 20, 17, 14, True, True, True, True, East, 4, 1, 6, 2, 2, 999999, 6, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 8, 0, -1, 540,East, 539
62, 27, 20, 18, 14, False, True, True, True, East, 4, 1, 6, 2, 2, 999999, 6, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, East, 8, 0, -1, 539,East, 538
63, 27, 20, 19, 14, False, True, True, True, East, 4, 1, 5, 1, 1, 999999, 5, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 6, 0, -1, 538,East, 537
64, 27, 20, 20, 14, True, True, False, True, East, 4, 1, 5, 1, 1, 999999, 5, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, East, 6, 0, -1, 537,North, 536
65, 27, 20, 20, 15, True, True, True, False, North, 4, 1, 5, 1, 1, 999999, 5, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 6, 0, -1, 536,East, 535
66, 27, 20, 21, 15, True, False, True, True, East, 4, 1, 4, 0, 999999, 999999, 4, 999999, 0, 0, 1, 0, 0, 1, 0, 0, None, None, South, None, South, 4, 0, -1, 535,North, 534
67, 27, 20, 21, 16, True, True, True, True, North, 4, 1, 4, 0, 999999, 999999, 4, 999999, 0, 0, 1, 0, 1, 0, 0, 0, None, None, North, None, North, 4, 0, -1, 534,South, 533
68, 27, 20, 21, 15, True, False, True, True, South, 4, 1, 4, 0, 999999, 999999, 4, 999999, 0, 0, 1, 0, 0, 1, 0, 0, None, None, South, None, South, 4, 0, -1, 533,North, 532
69, 27, 20, 21, 16, True, True, True, True, North, 4, 1, 4, 0, 999999, 999999, 4, 999999, 0, 0, 1, 0, 1, 0, 0, 0, None, None, North, None, North, 4, 0, -1, 532,South, 531
70, 27, 20, 21, 15, True, False, True, True, South, 4, 1, 4, 0, 999999, 999999, 4, 999999, 0, 0, 1, 0, 0, 1, 0, 0, None, None, South, None, South, 4, 0, -1, 531,North, 530
71, 27, 20, 21, 16, True, True, True, True, North, 4, 1, 4, -1, 999999, 1, 4, 999999, 0, 1, 1, 0, 0, 1, 0, 0, None, South, South, None, South, 5, 0, -1, 530,South, 529
72, 27, 20, 21, 15, True, False, True, True, South, 4, 1, 4, 1, 1, 999999, 4, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 5, 0, -1, 529,East, 528
73, 27, 20, 22, 15, True, True, True, True, East, 4, 1, 2, 1, 1, 999999, 2, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, West, 3, 0, -1, 528,North, 527
74, 27, 20, 22, 16, False, True, True, True, North, 4, 1, 3, 0, 999999, 999999, 3, 999999, 0, 0, 1, 0, 0, 0, 0, 1, None, None, East, None, East, 3, 0, -1, 527,East, 526
75, 27, 20, 23, 16, False, True, True, True, East, 4, 1, 2, -1, 999999, 1, 2, 999999, 0, 1, 1, 0, 0, 1, 0, 0, None, South, South, None, South, 3, 0, -1, 526,East, 525
